nameseq,k1,k2,label
non-NeuroP000100,3.621928094887362,4.247927513443588,0
non-NeuroP017580,3.4713544870139303,4.058813890331201,0
non-NeuroP010950,2.2516291673878226,2.321928094887362,0
non-NeuroP004210,2.6235166412180155,3.418295834054489,0
non-NeuroP026757,2.5,2.8073549220576046,0
non-NeuroP004516,3.366091329119194,4.169925001442313,0
non-NeuroP016671,3.2033650875091753,4.277613436819114,0
non-NeuroP053894,2.699513850319966,3.7004397181410926,0
non-NeuroP009919,3.0850551027564768,3.418295834054489,0
non-NeuroP033457,2.94770277922009,3.0,0
non-NeuroP022655,3.337175341123077,4.0,0
non-NeuroP050980,3.9631842740261405,5.942390840629389,0
non-NeuroP011092,2.6416041678685933,3.0,0
non-NeuroP037196,3.175123135113461,3.875,0
non-NeuroP011737,3.0708470936225196,4.058813890331201,0
non-NeuroP000248,2.952819531114783,3.906890595608518,0
non-NeuroP013331,3.5219280948873624,4.247927513443588,0
non-NeuroP015389,3.146286370662105,3.875,0
non-NeuroP012756,2.8423709931771093,3.7004397181410926,0
non-NeuroP053257,2.584962500721156,2.321928094887362,0
non-NeuroP035432,3.404547922731786,4.7068905956085185,0
non-NeuroP004570,2.752715278979705,3.734521664779752,0
non-NeuroP013111,2.5,2.8073549220576046,0
non-NeuroP017377,3.2841837197791883,4.142664355548851,0
non-NeuroP013933,2.7773627950641693,3.584962500721156,0
non-NeuroP042909,3.7833653636397107,4.900711588373536,0
non-NeuroP046534,2.4056390622295662,2.8073549220576046,0
non-NeuroP053389,3.9602291024377454,5.7233116695316655,0
non-NeuroP034490,1.7735572622751854,2.835237745312117,0
non-NeuroP011527,3.323231428797621,3.8073549220576055,0
non-NeuroP031632,3.7725989182202797,4.910992253015045,0
non-NeuroP018179,3.189898095464287,3.8073549220576055,0
non-NeuroP033786,2.359879028736861,3.3927474104487847,0
non-NeuroP007964,3.5841837197791886,4.247927513443588,0
non-NeuroP010092,3.3464393446710154,4.0374011976541135,0
non-NeuroP017596,3.2195282822995477,3.875,0
non-NeuroP000086,3.433269689515108,4.41829583405449,0
non-NeuroP018277,2.7107770844150676,3.969815782426811,0
non-NeuroP007511,2.970840013101986,3.794653473544342,0
non-NeuroP009861,3.0565647621309537,3.8073549220576055,0
non-NeuroP002180,3.4567475629608078,4.696131794257844,0
non-NeuroP052105,2.846439344671015,3.169925001442312,0
non-NeuroP013768,2.747167197306934,3.969815782426811,0
non-NeuroP055247,2.75,2.8073549220576046,0
non-NeuroP008608,3.507134949049618,5.189793279573029,0
non-NeuroP004590,3.350209029099897,4.08746284125034,0
non-NeuroP050576,2.9219280948873623,3.169925001442312,0
non-NeuroP047686,3.3082708345352603,3.969815782426811,0
non-NeuroP007770,2.128085278891395,2.584962500721156,0
non-NeuroP031030,3.7849418274376423,4.321928094887363,0
non-NeuroP004285,3.1279868068776753,3.8521687236032816,0
non-NeuroP001471,3.4565647621309536,3.8073549220576055,0
non-NeuroP019387,2.822181958642873,3.875,0
non-NeuroP025510,2.5073801024236357,3.584962500721156,0
non-NeuroP012839,3.555533151426996,4.368522527728205,0
non-NeuroP004954,2.0989295636909353,3.182005814760214,0
non-NeuroP018837,3.5761962651454167,5.047291203466791,0
non-NeuroP019484,3.7108646085514874,5.208411151837153,0
non-NeuroP045029,2.6384600665861555,3.7004397181410926,0
non-NeuroP005451,3.046439344671015,4.142664355548851,0
non-NeuroP006543,3.562305474194334,4.8791433740260075,0
non-NeuroP022591,3.7805699955153265,5.490450622615565,0
non-NeuroP006794,3.6840874617272554,5.047291203466791,0
non-NeuroP052664,3.3735572622751846,3.8073549220576055,0
non-NeuroP005080,3.521640636343319,3.7004397181410926,0
non-NeuroP054045,2.845350936622437,3.321928094887362,0
non-NeuroP002293,2.59490661824394,3.321928094887362,0
non-NeuroP007828,3.8635996885978674,6.083127836047135,0
non-NeuroP047416,3.5535088547976783,4.523561956057013,0
non-NeuroP032937,3.46319982023475,5.3289955584009245,0
non-NeuroP003994,2.8553885422075336,3.2776134368191165,0
non-NeuroP005569,3.8428572928084965,5.072140159802107,0
non-NeuroP023645,1.785207088504489,2.820111964470926,0
non-NeuroP015454,3.274362744717651,4.5465935642949376,0
non-NeuroP013493,3.639521842949803,4.972834784489399,0
non-NeuroP050929,2.9559130951758243,3.8073549220576055,0
non-NeuroP013469,2.5032583347756456,3.0,0
non-NeuroP004004,3.108694969562842,3.932138039759377,0
non-NeuroP008252,3.246439344671015,4.142664355548851,0
non-NeuroP035532,3.484183719779189,4.247927513443588,0
non-NeuroP001936,3.1464393446710157,4.142664355548851,0
non-NeuroP002174,4.116231393816045,6.311499184270863,0
non-NeuroP025937,3.83611646657872,5.582118926162053,0
non-NeuroP019014,2.725480556997868,3.0,0
non-NeuroP004939,2.0,2.8073549220576046,0
non-NeuroP028764,3.8001821971347023,4.840223928941852,0
non-NeuroP028743,2.845350936622437,3.321928094887362,0
non-NeuroP004117,3.1776942711037672,4.2626923908396215,0
non-NeuroP003708,3.0565647621309537,3.8073549220576055,0
non-NeuroP021542,2.6416041678685933,3.0,0
non-NeuroP010233,3.631844109709345,5.425410635240727,0
non-NeuroP012875,2.6416041678685933,3.0,0
non-NeuroP010769,3.6504103051739905,4.66449777920046,0
non-NeuroP032215,3.2200683022340697,4.885129041304628,0
non-NeuroP017381,3.6887218755408675,4.523561956057013,0
non-NeuroP006589,3.1464393446710153,4.142664355548851,0
non-NeuroP035723,3.8731406795131322,4.643856189774723,0
non-NeuroP019416,2.400205759146095,3.820888851350188,0
non-NeuroP001343,2.584962500721156,2.321928094887362,0
non-NeuroP033180,2.9219280948873623,3.169925001442312,0
non-NeuroP000378,3.2359263506290334,3.5465935642949384,0
non-NeuroP014288,3.640223928941851,3.8073549220576055,0
non-NeuroP009938,3.5884583863652217,5.142664355548852,0
non-NeuroP024437,2.488785591776994,3.821928094887362,0
non-NeuroP037280,2.9139770731827523,3.321928094887362,0
non-NeuroP017678,2.9056390622295662,3.773557262275185,0
non-NeuroP005316,3.121928094887362,3.169925001442312,0
non-NeuroP038435,2.8225797618424915,3.6644977792004623,0
non-NeuroP015684,2.058813890331201,3.0,0
non-NeuroP009941,2.5,2.8073549220576046,0
non-NeuroP026709,3.0037016960573477,4.0374011976541135,0
non-NeuroP031945,3.5949054612278935,4.735926350629031,0
non-NeuroP015190,3.1279868068776753,3.8521687236032816,0
non-NeuroP027989,2.9258530145612838,4.058813890331201,0
non-NeuroP012417,4.07882569502531,6.058994332902697,0
non-NeuroP046347,3.116228908203315,4.542748326446119,0
non-NeuroP000167,3.5841837197791886,4.142664355548851,0
non-NeuroP005508,3.323231428797621,3.8073549220576055,0
non-NeuroP000623,1.5219280948873621,2.0,0
non-NeuroP023959,3.6645544613389456,4.982289237493325,0
non-NeuroP016378,3.443513753449852,4.494680368408908,0
non-NeuroP016397,3.7433377079715626,5.447408651885229,0
non-NeuroP028436,3.0130709291038458,4.0,0
non-NeuroP048211,2.692380602454975,3.3927474104487847,0
non-NeuroP001232,3.125,3.906890595608518,0
non-NeuroP038598,3.4316235658474326,3.9477027792200903,0
non-NeuroP000739,2.9398290174664026,3.875,0
non-NeuroP017717,2.6258145836939115,3.2776134368191165,0
non-NeuroP008902,2.6464393446710153,3.169925001442312,0
non-NeuroP027391,3.3504773568311337,4.833014173206122,0
non-NeuroP054184,3.3787834934861767,3.7004397181410926,0
non-NeuroP000317,2.75,2.8073549220576046,0
non-NeuroP051967,2.725480556997868,3.0,0
non-NeuroP017142,2.9735572622751847,3.52164063634332,0
non-NeuroP030155,2.9219280948873623,3.169925001442312,0
non-NeuroP005365,2.950212064914748,3.5465935642949384,0
non-NeuroP006141,3.885247217294566,6.024605908336274,0
non-NeuroP021894,3.4886085007312415,4.825164052322361,0
non-NeuroP034881,3.521928094887362,4.142664355548851,0
non-NeuroP040542,2.873140679513133,3.584962500721156,0
non-NeuroP007930,2.121928094887362,2.94770277922009,0
non-NeuroP013281,2.725480556997868,3.0,0
non-NeuroP055436,3.3464393446710154,4.142664355548851,0
non-NeuroP048506,3.5,3.906890595608518,0
non-NeuroP047420,3.0130709291038453,4.0,0
non-NeuroP019885,1.9219280948873623,2.0,0
non-NeuroP008805,2.4193819456463714,3.0,0
non-NeuroP002131,3.445470853406835,4.293660689688185,0
non-NeuroP015820,3.52164063634332,3.7004397181410926,0
non-NeuroP053060,3.3376777797008614,4.469670487371861,0
non-NeuroP008901,3.180832987205441,3.584962500721156,0
non-NeuroP000016,3.326360407952695,4.169925001442313,0
non-NeuroP013446,2.4508257945180882,3.0271691184406193,0
non-NeuroP021766,2.800044618479011,3.9477027792200903,0
non-NeuroP005457,2.7045348998193437,3.75,0
non-NeuroP032153,3.6452830147930797,5.058813890331199,0
non-NeuroP029718,3.308694969562842,4.142664355548851,0
non-NeuroP019876,3.694739663055176,4.651084443403435,0
non-NeuroP013135,3.921928094887362,4.247927513443588,0
non-NeuroP049914,2.873140679513133,3.418295834054489,0
non-NeuroP037358,3.564391565560614,5.19529593449622,0
non-NeuroP010380,3.6841837197791887,4.247927513443588,0
non-NeuroP010964,3.2359263506290334,3.7004397181410926,0
non-NeuroP009290,3.2390979179887864,4.08746284125034,0
non-NeuroP024929,3.43971065015136,4.623516641218014,0
non-NeuroP040129,2.7395722619867224,3.6644977792004623,0
non-NeuroP029176,3.81007847002467,5.755057701277698,0
non-NeuroP021997,3.0957952550009344,3.321928094887362,0
non-NeuroP007926,2.6100635408770727,3.725480556997868,0
non-NeuroP000412,2.9056390622295662,3.773557262275185,0
non-NeuroP021871,4.078057556640415,6.121928094887358,0
non-NeuroP010171,3.366091329119193,4.058813890331201,0
non-NeuroP042829,3.640319531114783,4.889680181354619,0
non-NeuroP020997,3.5293835808868543,4.66449777920046,0
non-NeuroP001058,3.373557262275185,3.8073549220576055,0
non-NeuroP028255,2.835237745312118,3.546593564294939,0
non-NeuroP022851,3.9059324940774065,6.044767701080353,0
non-NeuroP016697,3.478584802350185,4.910992253015045,0
non-NeuroP022991,2.6464393446710153,3.7871439606981414,0
non-NeuroP018737,3.323231428797621,3.8073549220576055,0
non-NeuroP012548,3.32323142879762,3.8073549220576055,0
non-NeuroP008627,3.7110804962442776,4.720049960644813,0
non-NeuroP024683,2.725480556997868,3.0,0
non-NeuroP008504,3.1687245882861363,4.061482186720775,0
non-NeuroP009932,2.4416298737872246,3.2516291673878226,0
non-NeuroP002733,3.003701696057348,3.932138039759377,0
non-NeuroP006836,2.855388542207534,3.277613436819116,0
non-NeuroP045764,2.8073904508767225,3.4182958340544896,0
non-NeuroP033571,3.558953210005306,4.663909765557392,0
non-NeuroP048614,3.9494258075710666,6.261931670780531,0
non-NeuroP020011,3.059693253444957,4.713640873915143,0
non-NeuroP053451,3.3927474104487847,3.584962500721156,0
non-NeuroP005290,3.5086949695628418,4.142664355548851,0
non-NeuroP022464,3.355388542207534,4.349648912578752,0
non-NeuroP011607,3.621928094887362,4.247927513443588,0
non-NeuroP047710,2.725480556997868,3.0,0
non-NeuroP007387,3.0694497774259073,4.4496987351738495,0
non-NeuroP048350,3.782089642372744,5.142664355548851,0
non-NeuroP002409,2.721928094887362,3.747413039531643,0
non-NeuroP023765,3.165420334520565,4.236368983644951,0
non-NeuroP007842,3.103701696057348,4.0374011976541135,0
non-NeuroP047396,3.754342869421053,5.35851976299634,0
non-NeuroP008666,2.9232314287976204,3.8073549220576055,0
non-NeuroP049895,3.721928094887362,4.247927513443588,0
non-NeuroP016911,3.18136632889146,3.836591668108979,0
non-NeuroP035070,2.1971597234241496,2.5,0
non-NeuroP012324,2.4110277793803476,3.2108606430179933,0
non-NeuroP008183,2.835237745312118,3.546593564294939,0
non-NeuroP024719,2.6550505394177746,3.6835423624332306,0
non-NeuroP054061,2.5,2.8073549220576046,0
non-NeuroP008051,3.085055102756477,3.188721875540867,0
non-NeuroP002225,4.010585199871283,5.918498909771207,0
non-NeuroP040981,2.725480556997868,3.0,0
non-NeuroP039829,3.085055102756477,3.584962500721156,0
non-NeuroP011240,3.136734548200206,4.351823225551765,0
non-NeuroP023319,3.757531201442905,5.87208685713371,0
non-NeuroP050178,2.4056390622295662,2.8073549220576046,0
non-NeuroP001442,3.146286370662105,4.0,0
non-NeuroP055591,2.725480556997868,3.0,0
non-NeuroP020020,3.891333636375376,5.914478374731997,0
non-NeuroP054820,2.8855130303998817,3.969815782426811,0
non-NeuroP011795,2.9339545780481746,3.875,0
non-NeuroP001336,2.923231428797621,3.6644977792004623,0
non-NeuroP007288,2.7777768114567865,3.702819531114783,0
non-NeuroP035670,3.1464393446710153,4.0374011976541135,0
non-NeuroP052522,3.189898095464287,3.8073549220576055,0
non-NeuroP000740,3.4713544870139303,4.169925001442313,0
non-NeuroP029766,2.5216406363433186,2.584962500721156,0
non-NeuroP048833,2.4996981431844145,3.0849625007211556,0
non-NeuroP016014,3.0957952550009344,3.321928094887362,0
non-NeuroP050901,3.2776134368191165,3.321928094887362,0
non-NeuroP040345,3.25,3.5898980954642865,0
non-NeuroP009475,2.75,2.8073549220576046,0
non-NeuroP038822,2.725480556997868,2.75,0
non-NeuroP013777,3.5858977332854813,5.19529593449622,0
non-NeuroP024810,3.6947249762568557,5.32306798227366,0
non-NeuroP011081,3.0306390622295662,3.773557262275185,0
non-NeuroP023103,3.219528282299548,3.875,0
non-NeuroP009608,2.663532754804255,3.121928094887362,0
non-NeuroP015552,2.9398290174664026,3.875,0
non-NeuroP013395,3.581444787932611,4.735926350629031,0
non-NeuroP021808,2.556656707462823,3.5465935642949384,0
non-NeuroP033501,2.1709505944546685,2.725480556997868,0
non-NeuroP019083,3.1892750707107127,4.41829583405449,0
non-NeuroP016146,2.5503407095463886,3.321928094887362,0
non-NeuroP009542,3.084962500721156,3.459431618637298,0
non-NeuroP001569,1.7609640474436812,2.94770277922009,0
non-NeuroP006461,3.8559266994775947,5.384376085720193,0
non-NeuroP034160,3.1395722619867223,3.8073549220576055,0
non-NeuroP044634,3.6995817701478346,5.131556065016093,0
non-NeuroP035700,3.189898095464287,3.8073549220576055,0
non-NeuroP048169,2.8073904508767225,3.418295834054489,0
non-NeuroP012117,2.4930168491445683,3.689703732199547,0
non-NeuroP010972,3.5132696895151083,4.584962500721156,0
non-NeuroP050561,2.9182958340544896,3.459431618637298,0
non-NeuroP004208,2.321928094887362,2.0,0
non-NeuroP036744,3.912128475400814,5.829255746234772,0
non-NeuroP015111,3.292590665086006,4.681727678869737,0
non-NeuroP005490,3.2866294867861967,3.9477027792200903,0
non-NeuroP049901,2.3709505944546687,3.169925001442312,0
non-NeuroP026199,3.998784639149213,5.825164052322356,0
non-NeuroP041184,2.973557262275185,3.6644977792004623,0
non-NeuroP011801,2.5503407095463886,3.121928094887362,0
non-NeuroP017733,2.891378170768989,4.169925001442313,0
non-NeuroP004282,3.9720988179817254,6.2729772250632685,0
non-NeuroP044996,4.052084962501195,6.048688357104864,0
non-NeuroP023620,2.197159723424149,3.0,0
non-NeuroP041823,3.6484318362032027,4.469670487371861,0
non-NeuroP010846,2.584962500721156,3.459431618637298,0
non-NeuroP054828,3.108703203637898,4.521640636343317,0
non-NeuroP009852,2.9219280948873623,3.169925001442312,0
non-NeuroP023442,2.251629167387823,2.321928094887362,0
non-NeuroP011235,2.9219280948873623,3.169925001442312,0
non-NeuroP008232,3.5092750707107125,4.334962500721156,0
non-NeuroP021228,3.2195282822995477,4.0,0
non-NeuroP015587,2.873140679513133,3.418295834054489,0
non-NeuroP033880,3.675208569836486,5.4599625007211605,0
non-NeuroP010538,2.498929563690935,3.6644977792004623,0
non-NeuroP047761,2.251629167387823,2.321928094887362,0
non-NeuroP003401,2.908694969562842,3.932138039759377,0
non-NeuroP043069,4.002072154755231,6.113209133140672,0
non-NeuroP016336,3.1841837197791887,4.142664355548851,0
non-NeuroP030516,2.5559130951758244,3.52164063634332,0
non-NeuroP016293,2.495602923729013,3.5465935642949384,0
non-NeuroP015702,3.1952959344962184,4.169925001442313,0
non-NeuroP003253,3.482588730501833,4.789015477886192,0
non-NeuroP001120,2.7219280948873625,3.169925001442312,0
non-NeuroP035505,3.5068905956085183,3.8073549220576055,0
non-NeuroP010093,2.974937501201927,4.08746284125034,0
non-NeuroP001148,3.949082811135332,6.029806671355465,0
non-NeuroP049676,3.521640636343319,3.7004397181410926,0
non-NeuroP033220,3.0306390622295662,3.906890595608518,0
non-NeuroP049371,3.4058222502856914,4.169925001442313,0
non-NeuroP015991,2.94770277922009,3.0,0
non-NeuroP046974,3.6210506647325453,5.058813890331199,0
non-NeuroP010541,3.4316235658474317,3.9477027792200903,0
non-NeuroP047259,3.3082708345352603,3.969815782426811,0
non-NeuroP054751,2.7329145639793984,3.521640636343319,0
non-NeuroP010782,3.53257325750262,4.5638561897747225,0
non-NeuroP052955,3.5465935642949384,3.584962500721156,0
non-NeuroP002372,2.6416041678685933,3.0,0
non-NeuroP004161,3.0957952550009344,3.321928094887362,0
non-NeuroP053139,3.640223928941851,3.8073549220576055,0
non-NeuroP055107,2.6464393446710153,3.169925001442312,0
non-NeuroP024452,2.827819531114783,3.7735572622751845,0
non-NeuroP002715,2.94770277922009,3.0,0
non-NeuroP054252,3.7922899771240157,5.801969876934219,0
non-NeuroP035616,2.725480556997868,3.0,0
non-NeuroP021826,3.2795521154442153,4.494680368408908,0
non-NeuroP007178,2.8553885422075336,3.277613436819116,0
non-NeuroP030773,4.016206218375119,5.744748703981251,0
non-NeuroP055381,3.0957952550009344,3.321928094887362,0
non-NeuroP031955,3.085055102756477,3.584962500721156,0
non-NeuroP012939,2.125814583693911,3.027169118440619,0
non-NeuroP005507,2.8073549220576046,2.584962500721156,0
non-NeuroP045895,2.725480556997868,3.0,0
non-NeuroP010837,2.2221915755066783,2.9219280948873623,0
non-NeuroP005035,3.427333493898265,4.1219280948873624,0
non-NeuroP010328,3.3502090290998976,4.08746284125034,0
non-NeuroP051283,3.202819531114783,3.906890595608518,0
non-NeuroP049270,1.9219280948873623,2.0,0
non-NeuroP017349,2.556656707462823,3.7004397181410926,0
non-NeuroP007802,2.688721875540867,3.0957952550009344,0
non-NeuroP034875,3.5,3.906890595608518,0
non-NeuroP000746,3.667038251355759,5.314075318551896,0
non-NeuroP023384,3.4219280948873623,4.247927513443588,0
non-NeuroP004823,2.8731406795131336,3.418295834054489,0
non-NeuroP048113,3.9836761902772473,5.975480556997872,0
non-NeuroP029087,2.321928094887362,2.0,0
non-NeuroP036337,2.9182958340544896,3.459431618637298,0
non-NeuroP024985,3.2088840705376356,4.334962500721156,0
non-NeuroP018765,3.327819531114783,3.773557262275185,0
non-NeuroP010080,2.968665781917759,4.0,0
non-NeuroP020534,3.553123297652078,5.058813890331199,0
non-NeuroP018169,3.734521664779752,4.0,0
non-NeuroP050653,2.5216406363433186,2.584962500721156,0
non-NeuroP055388,3.7080481500712326,4.623516641218014,0
non-NeuroP017244,3.572554220071167,5.390217147450401,0
non-NeuroP018314,3.446439344671015,4.247927513443588,0
non-NeuroP016142,1.9219280948873623,2.0,0
non-NeuroP052868,3.5342190211803413,4.368522527728205,0
non-NeuroP054229,2.6464393446710153,3.169925001442312,0
non-NeuroP014543,3.5039824091702347,4.469670487371861,0
non-NeuroP033384,3.6116313256623624,4.815622570826658,0
non-NeuroP012356,3.485228136034252,4.606739354015322,0
non-NeuroP042970,2.984234164652489,4.0,0
non-NeuroP013456,2.7395722619867224,3.52164063634332,0
non-NeuroP027394,3.338804369244613,4.606739354015323,0
non-NeuroP038677,3.139572261986723,3.8073549220576055,0
non-NeuroP016984,3.539545474100614,4.900306619292896,0
non-NeuroP027236,3.4769579877601764,4.964904158123497,0
non-NeuroP018107,3.2174884279291383,4.2098671219040344,0
non-NeuroP004683,3.1395722619867223,3.6644977792004623,0
non-NeuroP031951,3.0269868333592873,3.584962500721156,0
non-NeuroP029930,3.327819531114783,3.906890595608518,0
non-NeuroP038133,3.182005814760214,3.7004397181410926,0
non-NeuroP042959,2.058813890331201,2.75,0
non-NeuroP039570,2.321928094887362,2.0,0
non-NeuroP045327,3.411859762645176,5.328995558400923,0
non-NeuroP001216,2.345851989338261,3.418295834054489,0
non-NeuroP030498,2.584962500721156,2.321928094887362,0
non-NeuroP053339,2.725480556997868,3.0,0
non-NeuroP017345,2.699513850319966,3.7004397181410926,0
non-NeuroP005740,3.484183719779189,4.247927513443588,0
non-NeuroP043802,3.337175341123077,4.0,0
non-NeuroP012478,2.9852281360342516,3.7004397181410926,0
non-NeuroP016167,2.251629167387823,2.321928094887362,0
non-NeuroP016061,3.2464393446710154,4.142664355548851,0
non-NeuroP015526,2.2359263506290326,2.584962500721156,0
non-NeuroP028321,3.0269868333592873,3.418295834054489,0
non-NeuroP046434,3.8607284999561893,5.923671014717824,0
non-NeuroP055570,2.9219280948873623,3.169925001442312,0
non-NeuroP001002,3.1395722619867223,3.8073549220576055,0
non-NeuroP002871,2.6535442970305683,3.4182958340544896,0
non-NeuroP010983,3.4992275471326932,3.875,0
non-NeuroP043031,3.6464393446710153,4.142664355548851,0
non-NeuroP004304,3.7395722619867224,4.720049960644813,0
non-NeuroP047748,3.687011145126281,5.88817726014194,0
non-NeuroP050215,3.5983690035123783,4.741363816328152,0
non-NeuroP052462,2.9182958340544896,3.2776134368191165,0
non-NeuroP043513,3.8740469784415565,5.62764247057246,0
non-NeuroP010236,3.180832987205441,3.584962500721156,0
non-NeuroP055592,3.243074189428569,4.418295834054489,0
non-NeuroP002690,2.94770277922009,3.0,0
non-NeuroP009402,3.5368867237421693,4.058813890331201,0
non-NeuroP018031,2.321928094887362,2.0,0
non-NeuroP012625,2.5032583347756456,3.0,0
non-NeuroP040731,3.8273681678753175,5.426929277209555,0
non-NeuroP024671,3.1395722619867223,3.6644977792004623,0
non-NeuroP010580,3.0957952550009344,3.321928094887362,0
non-NeuroP048387,2.839775539645509,3.9477027792200903,0
non-NeuroP031794,3.469991774154043,5.136297540774118,0
non-NeuroP045966,3.3444569352411984,4.459431618637295,0
non-NeuroP008774,3.649506308242895,5.487262199805395,0
non-NeuroP033391,3.238901256602631,3.584962500721156,0
non-NeuroP014974,3.3082708345352603,4.08746284125034,0
non-NeuroP011473,3.303465189601647,4.501629167387823,0
non-NeuroP027819,3.189898095464287,3.8073549220576055,0
non-NeuroP017681,3.711602164243352,5.221928094887363,0
non-NeuroP007727,2.9070093149452965,4.323856189774722,0
non-NeuroP020121,2.9655839357277824,4.058813890331201,0
non-NeuroP013273,1.3250112108241772,2.368522527728207,0
non-NeuroP031678,3.3777471629109446,4.720049960644813,0
non-NeuroP031624,3.2516291673878226,3.459431618637298,0
non-NeuroP009238,2.918295834054489,3.459431618637298,0
non-NeuroP016362,3.1813663288914595,4.169925001442313,0
non-NeuroP005304,3.3841837197791884,4.247927513443588,0
non-NeuroP017215,3.456564762130954,3.8073549220576055,0
non-NeuroP000384,2.2221915755066783,3.1219280948873624,0
non-NeuroP031598,2.855388542207534,3.459431618637298,0
non-NeuroP002076,3.2464393446710154,4.247927513443588,0
non-NeuroP026781,3.4404685707328277,5.0802740137340425,0
non-NeuroP037304,3.5585186130489057,4.321928094887363,0
non-NeuroP006350,2.2516291673878226,2.321928094887362,0
non-NeuroP031946,2.5216406363433186,2.584962500721156,0
non-NeuroP043964,3.74959707376754,5.914478374731997,0
non-NeuroP030947,3.0488840705376354,4.334962500721156,0
non-NeuroP005511,2.9312089489103235,3.418295834054489,0
non-NeuroP018270,2.8150724101159437,3.584962500721156,0
non-NeuroP023940,3.3155997553620353,4.494680368408908,0
non-NeuroP002618,3.1961547809328676,4.221928094887362,0
non-NeuroP006996,2.503258334775646,3.0,0
non-NeuroP054167,3.121928094887362,3.169925001442312,0
non-NeuroP027152,3.7960390338959265,5.182838116298145,0
non-NeuroP021979,2.1556390622295662,2.5216406363433186,0
non-NeuroP000523,2.4834585933443494,3.5068905956085183,0
